Area	area	va	daily
	VARIABLES	BEGIN	END
	122	1	364

Area	daily			OV. COST	OP. COST	OP. COST	OP. COST	OP. COST	MRG. PRICE	MRG. PRICE	MRG. PRICE	MRG. PRICE	CO2 EMIS.	BALANCE	BALANCE	BALANCE	BALANCE	ROW BAL.	PSP	MISC. NDG	LOAD	LOAD	LOAD	LOAD	H. ROR	H. ROR	H. ROR	H. ROR	WIND	WIND	WIND	WIND	SOLAR	SOLAR	SOLAR	SOLAR	NUCLEAR	NUCLEAR	NUCLEAR	NUCLEAR	LIGNITE	LIGNITE	LIGNITE	LIGNITE	COAL	COAL	COAL	COAL	GAS	GAS	GAS	GAS	OIL	OIL	OIL	OIL	MIX. FUEL	MIX. FUEL	MIX. FUEL	MIX. FUEL	MISC. DTG	MISC. DTG	MISC. DTG	MISC. DTG	H. STOR	H. STOR	H. STOR	H. STOR	H. PUMP	H. PUMP	H. PUMP	H. PUMP	H. LEV	H. LEV	H. LEV	H. LEV	H. INFL	H. INFL	H. INFL	H. INFL	H. OVFL	H. OVFL	H. OVFL	H. OVFL	H. VAL	H. VAL	H. VAL	H. VAL	H. COST	H. COST	H. COST	H. COST	UNSP. ENRG	UNSP. ENRG	UNSP. ENRG	UNSP. ENRG	SPIL. ENRG	SPIL. ENRG	SPIL. ENRG	SPIL. ENRG	LOLD	LOLD	LOLD	LOLD	LOLP	AVL DTG	AVL DTG	AVL DTG	AVL DTG	DTG MRG	DTG MRG	DTG MRG	DTG MRG	MAX MRG	MAX MRG	MAX MRG	MAX MRG	NP COST	NP COST	NP COST	NP COST	NODU	NODU	NODU	NODU
	254	11	SEP	10200	10200	0	10200	10200	0.00	0	-0.00	0.00	0	0	0	0	0	0	0	0	1200	0	1200	1200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2040	0	2040	2040	0	0	0	0	0	0	0	0	N/A	N/A	N/A	N/A	0	0	0	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0	0	0	0	840	0	840	840	0	0	0	0	0	4440	0	4440	4440	2400	0	2400	2400	3240	0	3240	3240	0	0	0	0	24	0	24	24
	255	12	SEP	10200	10200	0	10200	10200	0.00	0	-0.00	0.00	0	0	0	0	0	0	0	0	1200	0	1200	1200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2040	0	2040	2040	0	0	0	0	0	0	0	0	N/A	N/A	N/A	N/A	0	0	0	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0	0	0	0	840	0	840	840	0	0	0	0	0	4440	0	4440	4440	2400	0	2400	2400	3240	0	3240	3240	0	0	0	0	24	0	24	24
	256	13	SEP	10200	10200	0	10200	10200	0.00	0	-0.00	0.00	0	0	0	0	0	0	0	0	1200	0	1200	1200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2040	0	2040	2040	0	0	0	0	0	0	0	0	N/A	N/A	N/A	N/A	0	0	0	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0	0	0	0	840	0	840	840	0	0	0	0	0	4440	0	4440	4440	2400	0	2400	2400	3240	0	3240	3240	0	0	0	0	24	0	24	24
	257	14	SEP	10200	10200	0	10200	10200	0.00	0	-0.00	0.00	0	0	0	0	0	0	0	0	1200	0	1200	1200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2040	0	2040	2040	0	0	0	0	0	0	0	0	N/A	N/A	N/A	N/A	0	0	0	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0	0	0	0	840	0	840	840	0	0	0	0	0	4440	0	4440	4440	2400	0	2400	2400	3240	0	3240	3240	0	0	0	0	24	0	24	24
	258	15	SEP	10200	10200	0	10200	10200	0.00	0	-0.00	0.00	0	0	0	0	0	0	0	0	1200	0	1200	1200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2040	0	2040	2040	0	0	0	0	0	0	0	0	N/A	N/A	N/A	N/A	0	0	0	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0	0	0	0	840	0	840	840	0	0	0	0	0	4440	0	4440	4440	2400	0	2400	2400	3240	0	3240	3240	0	0	0	0	24	0	24	24
	259	16	SEP	10200	10200	0	10200	10200	0.00	0	-0.00	0.00	0	0	0	0	0	0	0	0	1200	0	1200	1200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2040	0	2040	2040	0	0	0	0	0	0	0	0	N/A	N/A	N/A	N/A	0	0	0	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0	0	0	0	840	0	840	840	0	0	0	0	0	4440	0	4440	4440	2400	0	2400	2400	3240	0	3240	3240	0	0	0	0	24	0	24	24
	260	17	SEP	10200	10200	0	10200	10200	0.00	0	-0.00	0.00	0	0	0	0	0	0	0	0	1200	0	1200	1200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2040	0	2040	2040	0	0	0	0	0	0	0	0	N/A	N/A	N/A	N/A	0	0	0	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0	0	0	0	840	0	840	840	0	0	0	0	0	4440	0	4440	4440	2400	0	2400	2400	3240	0	3240	3240	0	0	0	0	24	0	24	24
	261	18	SEP	10200	10200	0	10200	10200	0.00	0	-0.00	0.00	0	0	0	0	0	0	0	0	1200	0	1200	1200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2040	0	2040	2040	0	0	0	0	0	0	0	0	N/A	N/A	N/A	N/A	0	0	0	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0	0	0	0	840	0	840	840	0	0	0	0	0	4440	0	4440	4440	2400	0	2400	2400	3240	0	3240	3240	0	0	0	0	24	0	24	24
	262	19	SEP	10200	10200	0	10200	10200	0.00	0	-0.00	0.00	0	0	0	0	0	0	0	0	1200	0	1200	1200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2040	0	2040	2040	0	0	0	0	0	0	0	0	N/A	N/A	N/A	N/A	0	0	0	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0	0	0	0	840	0	840	840	0	0	0	0	0	4440	0	4440	4440	2400	0	2400	2400	3240	0	3240	3240	0	0	0	0	24	0	24	24
	263	20	SEP	10200	10200	0	10200	10200	0.00	0	-0.00	0.00	0	0	0	0	0	0	0	0	1200	0	1200	1200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2040	0	2040	2040	0	0	0	0	0	0	0	0	N/A	N/A	N/A	N/A	0	0	0	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0	0	0	0	840	0	840	840	0	0	0	0	0	4440	0	4440	4440	2400	0	2400	2400	3240	0	3240	3240	0	0	0	0	24	0	24	24
	264	21	SEP	10200	10200	0	10200	10200	0.00	0	-0.00	0.00	0	0	0	0	0	0	0	0	1200	0	1200	1200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2040	0	2040	2040	0	0	0	0	0	0	0	0	N/A	N/A	N/A	N/A	0	0	0	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0	0	0	0	840	0	840	840	0	0	0	0	0	4440	0	4440	4440	2400	0	2400	2400	3240	0	3240	3240	0	0	0	0	24	0	24	24
	265	22	SEP	10200	10200	0	10200	10200	0.00	0	-0.00	0.00	0	0	0	0	0	0	0	0	1200	0	1200	1200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2040	0	2040	2040	0	0	0	0	0	0	0	0	N/A	N/A	N/A	N/A	0	0	0	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0	0	0	0	840	0	840	840	0	0	0	0	0	4440	0	4440	4440	2400	0	2400	2400	3240	0	3240	3240	0	0	0	0	24	0	24	24
	266	23	SEP	10200	10200	0	10200	10200	0.00	0	-0.00	0.00	0	0	0	0	0	0	0	0	1200	0	1200	1200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2040	0	2040	2040	0	0	0	0	0	0	0	0	N/A	N/A	N/A	N/A	0	0	0	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0	0	0	0	840	0	840	840	0	0	0	0	0	4440	0	4440	4440	2400	0	2400	2400	3240	0	3240	3240	0	0	0	0	24	0	24	24
	267	24	SEP	10200	10200	0	10200	10200	0.00	0	-0.00	0.00	0	0	0	0	0	0	0	0	1200	0	1200	1200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2040	0	2040	2040	0	0	0	0	0	0	0	0	N/A	N/A	N/A	N/A	0	0	0	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0	0	0	0	840	0	840	840	0	0	0	0	0	4440	0	4440	4440	2400	0	2400	2400	3240	0	3240	3240	0	0	0	0	24	0	24	24
	268	25	SEP	10200	10200	0	10200	10200	0.00	0	-0.00	0.00	0	0	0	0	0	0	0	0	1200	0	1200	1200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2040	0	2040	2040	0	0	0	0	0	0	0	0	N/A	N/A	N/A	N/A	0	0	0	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0	0	0	0	840	0	840	840	0	0	0	0	0	4440	0	4440	4440	2400	0	2400	2400	3240	0	3240	3240	0	0	0	0	24	0	24	24
	269	26	SEP	10200	10200	0	10200	10200	0.00	0	-0.00	0.00	0	0	0	0	0	0	0	0	1200	0	1200	1200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2040	0	2040	2040	0	0	0	0	0	0	0	0	N/A	N/A	N/A	N/A	0	0	0	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0	0	0	0	840	0	840	840	0	0	0	0	0	4440	0	4440	4440	2400	0	2400	2400	3240	0	3240	3240	0	0	0	0	24	0	24	24
	270	27	SEP	10200	10200	0	10200	10200	0.00	0	-0.00	0.00	0	0	0	0	0	0	0	0	1200	0	1200	1200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2040	0	2040	2040	0	0	0	0	0	0	0	0	N/A	N/A	N/A	N/A	0	0	0	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0	0	0	0	840	0	840	840	0	0	0	0	0	4440	0	4440	4440	2400	0	2400	2400	3240	0	3240	3240	0	0	0	0	24	0	24	24
	271	28	SEP	10200	10200	0	10200	10200	0.00	0	-0.00	0.00	0	0	0	0	0	0	0	0	1200	0	1200	1200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2040	0	2040	2040	0	0	0	0	0	0	0	0	N/A	N/A	N/A	N/A	0	0	0	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0	0	0	0	840	0	840	840	0	0	0	0	0	4440	0	4440	4440	2400	0	2400	2400	3240	0	3240	3240	0	0	0	0	24	0	24	24
	272	29	SEP	10200	10200	0	10200	10200	0.00	0	-0.00	0.00	0	0	0	0	0	0	0	0	1200	0	1200	1200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2040	0	2040	2040	0	0	0	0	0	0	0	0	N/A	N/A	N/A	N/A	0	0	0	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0	0	0	0	840	0	840	840	0	0	0	0	0	4440	0	4440	4440	2400	0	2400	2400	3240	0	3240	3240	0	0	0	0	24	0	24	24
	273	30	SEP	10200	10200	0	10200	10200	0.00	0	-0.00	0.00	0	0	0	0	0	0	0	0	1200	0	1200	1200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2040	0	2040	2040	0	0	0	0	0	0	0	0	N/A	N/A	N/A	N/A	0	0	0	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0	0	0	0	840	0	840	840	0	0	0	0	0	4440	0	4440	4440	2400	0	2400	2400	3240	0	3240	3240	0	0	0	0	24	0	24	24
	274	01	OCT	10200	10200	0	10200	10200	0.00	0	-0.00	0.00	0	0	0	0	0	0	0	0	1200	0	1200	1200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2040	0	2040	2040	0	0	0	0	0	0	0	0	N/A	N/A	N/A	N/A	0	0	0	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0	0	0	0	840	0	840	840	0	0	0	0	0	4440	0	4440	4440	2400	0	2400	2400	3240	0	3240	3240	0	0	0	0	24	0	24	24
	275	02	OCT	10200	10200	0	10200	10200	0.00	0	-0.00	0.00	0	0	0	0	0	0	0	0	1200	0	1200	1200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2040	0	2040	2040	0	0	0	0	0	0	0	0	N/A	N/A	N/A	N/A	0	0	0	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0	0	0	0	840	0	840	840	0	0	0	0	0	4440	0	4440	4440	2400	0	2400	2400	3240	0	3240	3240	0	0	0	0	24	0	24	24
	276	03	OCT	10200	10200	0	10200	10200	0.00	0	-0.00	0.00	0	0	0	0	0	0	0	0	1200	0	1200	1200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2040	0	2040	2040	0	0	0	0	0	0	0	0	N/A	N/A	N/A	N/A	0	0	0	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0	0	0	0	840	0	840	840	0	0	0	0	0	4440	0	4440	4440	2400	0	2400	2400	3240	0	3240	3240	0	0	0	0	24	0	24	24
	277	04	OCT	10200	10200	0	10200	10200	0.00	0	-0.00	0.00	0	0	0	0	0	0	0	0	1200	0	1200	1200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2040	0	2040	2040	0	0	0	0	0	0	0	0	N/A	N/A	N/A	N/A	0	0	0	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0	0	0	0	840	0	840	840	0	0	0	0	0	4440	0	4440	4440	2400	0	2400	2400	3240	0	3240	3240	0	0	0	0	24	0	24	24
	278	05	OCT	10200	10200	0	10200	10200	0.00	0	-0.00	0.00	0	0	0	0	0	0	0	0	1200	0	1200	1200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2040	0	2040	2040	0	0	0	0	0	0	0	0	N/A	N/A	N/A	N/A	0	0	0	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0	0	0	0	840	0	840	840	0	0	0	0	0	4440	0	4440	4440	2400	0	2400	2400	3240	0	3240	3240	0	0	0	0	24	0	24	24
	279	06	OCT	10200	10200	0	10200	10200	0.00	0	-0.00	0.00	0	0	0	0	0	0	0	0	1200	0	1200	1200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2040	0	2040	2040	0	0	0	0	0	0	0	0	N/A	N/A	N/A	N/A	0	0	0	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0	0	0	0	840	0	840	840	0	0	0	0	0	4440	0	4440	4440	2400	0	2400	2400	3240	0	3240	3240	0	0	0	0	24	0	24	24
	280	07	OCT	10200	10200	0	10200	10200	0.00	0	-0.00	0.00	0	0	0	0	0	0	0	0	1200	0	1200	1200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2040	0	2040	2040	0	0	0	0	0	0	0	0	N/A	N/A	N/A	N/A	0	0	0	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0	0	0	0	840	0	840	840	0	0	0	0	0	4440	0	4440	4440	2400	0	2400	2400	3240	0	3240	3240	0	0	0	0	24	0	24	24
	281	08	OCT	10200	10200	0	10200	10200	0.00	0	-0.00	0.00	0	0	0	0	0	0	0	0	1200	0	1200	1200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2040	0	2040	2040	0	0	0	0	0	0	0	0	N/A	N/A	N/A	N/A	0	0	0	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0	0	0	0	840	0	840	840	0	0	0	0	0	4440	0	4440	4440	2400	0	2400	2400	3240	0	3240	3240	0	0	0	0	24	0	24	24
	282	09	OCT	10200	10200	0	10200	10200	0.00	0	-0.00	0.00	0	0	0	0	0	0	0	0	1200	0	1200	1200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2040	0	2040	2040	0	0	0	0	0	0	0	0	N/A	N/A	N/A	N/A	0	0	0	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0	0	0	0	840	0	840	840	0	0	0	0	0	4440	0	4440	4440	2400	0	2400	2400	3240	0	3240	3240	0	0	0	0	24	0	24	24
	283	10	OCT	10200	10200	0	10200	10200	0.00	0	-0.00	0.00	0	0	0	0	0	0	0	0	1200	0	1200	1200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2040	0	2040	2040	0	0	0	0	0	0	0	0	N/A	N/A	N/A	N/A	0	0	0	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0	0	0	0	840	0	840	840	0	0	0	0	0	4440	0	4440	4440	2400	0	2400	2400	3240	0	3240	3240	0	0	0	0	24	0	24	24
	284	11	OCT	10200	10200	0	10200	10200	0.00	0	-0.00	0.00	0	0	0	0	0	0	0	0	1200	0	1200	1200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2040	0	2040	2040	0	0	0	0	0	0	0	0	N/A	N/A	N/A	N/A	0	0	0	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0	0	0	0	840	0	840	840	0	0	0	0	0	4440	0	4440	4440	2400	0	2400	2400	3240	0	3240	3240	0	0	0	0	24	0	24	24
	285	12	OCT	10200	10200	0	10200	10200	0.00	0	-0.00	0.00	0	0	0	0	0	0	0	0	1200	0	1200	1200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2040	0	2040	2040	0	0	0	0	0	0	0	0	N/A	N/A	N/A	N/A	0	0	0	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0	0	0	0	840	0	840	840	0	0	0	0	0	4440	0	4440	4440	2400	0	2400	2400	3240	0	3240	3240	0	0	0	0	24	0	24	24
	286	13	OCT	10200	10200	0	10200	10200	0.00	0	-0.00	0.00	0	0	0	0	0	0	0	0	1200	0	1200	1200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2040	0	2040	2040	0	0	0	0	0	0	0	0	N/A	N/A	N/A	N/A	0	0	0	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0	0	0	0	840	0	840	840	0	0	0	0	0	4440	0	4440	4440	2400	0	2400	2400	3240	0	3240	3240	0	0	0	0	24	0	24	24
	287	14	OCT	10200	10200	0	10200	10200	0.00	0	-0.00	0.00	0	0	0	0	0	0	0	0	1200	0	1200	1200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2040	0	2040	2040	0	0	0	0	0	0	0	0	N/A	N/A	N/A	N/A	0	0	0	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0	0	0	0	840	0	840	840	0	0	0	0	0	4440	0	4440	4440	2400	0	2400	2400	3240	0	3240	3240	0	0	0	0	24	0	24	24
	288	15	OCT	11000	11000	3317	0	12000	0.00	0	-0.00	0.00	0	0	0	0	0	0	0	0	1200	0	1200	1200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2200	663	0	2400	0	0	0	0	0	0	0	0	N/A	N/A	N/A	N/A	0	0	0	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0	0	0	0	1100	332	0	1200	0	0	0	0	0	4600	663	2400	4800	2200	663	0	2400	3300	995	0	3600	0	0	0	0	22	7	0	24
	289	16	OCT	11000	11000	3317	0	12000	0.00	0	-0.00	0.00	0	0	0	0	0	0	0	0	1200	0	1200	1200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2200	663	0	2400	0	0	0	0	0	0	0	0	N/A	N/A	N/A	N/A	0	0	0	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0	0	0	0	1100	332	0	1200	0	0	0	0	0	4600	663	2400	4800	2200	663	0	2400	3300	995	0	3600	0	0	0	0	22	7	0	24
	290	17	OCT	11000	11000	3317	0	12000	0.00	0	-0.00	0.00	0	0	0	0	0	0	0	0	1200	0	1200	1200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2200	663	0	2400	0	0	0	0	0	0	0	0	N/A	N/A	N/A	N/A	0	0	0	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0	0	0	0	1100	332	0	1200	0	0	0	0	0	4600	663	2400	4800	2200	663	0	2400	3300	995	0	3600	0	0	0	0	22	7	0	24
	291	18	OCT	11000	11000	3317	0	12000	0.00	0	-0.00	0.00	0	0	0	0	0	0	0	0	1200	0	1200	1200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2200	663	0	2400	0	0	0	0	0	0	0	0	N/A	N/A	N/A	N/A	0	0	0	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0	0	0	0	1100	332	0	1200	0	0	0	0	0	4600	663	2400	4800	2200	663	0	2400	3300	995	0	3600	0	0	0	0	22	7	0	24
	292	19	OCT	11000	11000	3317	0	12000	0.00	0	-0.00	0.00	0	0	0	0	0	0	0	0	1200	0	1200	1200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2200	663	0	2400	0	0	0	0	0	0	0	0	N/A	N/A	N/A	N/A	0	0	0	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0	0	0	0	1100	332	0	1200	0	0	0	0	0	4600	663	2400	4800	2200	663	0	2400	3300	995	0	3600	0	0	0	0	22	7	0	24
	293	20	OCT	11000	11000	3317	0	12000	0.00	0	-0.00	0.00	0	0	0	0	0	0	0	0	1200	0	1200	1200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2200	663	0	2400	0	0	0	0	0	0	0	0	N/A	N/A	N/A	N/A	0	0	0	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0	0	0	0	1100	332	0	1200	0	0	0	0	0	4600	663	2400	4800	2200	663	0	2400	3300	995	0	3600	0	0	0	0	22	7	0	24
	294	21	OCT	11000	11000	3317	0	12000	0.00	0	-0.00	0.00	0	0	0	0	0	0	0	0	1200	0	1200	1200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2200	663	0	2400	0	0	0	0	0	0	0	0	N/A	N/A	N/A	N/A	0	0	0	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0	0	0	0	1100	332	0	1200	0	0	0	0	0	4600	663	2400	4800	2200	663	0	2400	3300	995	0	3600	0	0	0	0	22	7	0	24
	295	22	OCT	11000	11000	3317	0	12000	0.00	0	-0.00	0.00	0	0	0	0	0	0	0	0	1200	0	1200	1200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2200	663	0	2400	0	0	0	0	0	0	0	0	N/A	N/A	N/A	N/A	0	0	0	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0	0	0	0	1100	332	0	1200	0	0	0	0	0	4600	663	2400	4800	2200	663	0	2400	3300	995	0	3600	0	0	0	0	22	7	0	24
	296	23	OCT	11000	11000	3317	0	12000	0.00	0	-0.00	0.00	0	0	0	0	0	0	0	0	1200	0	1200	1200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2200	663	0	2400	0	0	0	0	0	0	0	0	N/A	N/A	N/A	N/A	0	0	0	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0	0	0	0	1100	332	0	1200	0	0	0	0	0	4600	663	2400	4800	2200	663	0	2400	3300	995	0	3600	0	0	0	0	22	7	0	24
